0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2020-01-02,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0
2020-01-03,0.02857142857142857,0.0,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.07142857142857142,0.0,0.04285714285714286,0.014285714285714285,0.02857142857142857,0.0,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.07142857142857142,0.02857142857142857,0.014285714285714285,0.05714285714285714,0.0,0.02857142857142857,0.014285714285714285,0.05714285714285714,0.02857142857142857,0.08571428571428572
2020-01-07,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.125
2020-01-08,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.09615384615384616,0.0,0.0,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.07692307692307693,0.057692307692307696,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.057692307692307696,0.019230769230769232,0.0,0.0,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.019230769230769232,0.019230769230769232
2020-01-14,0.0,0.04,0.0,0.04,0.0,0.0,0.08,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.08,0.0,0.04,0.12,0.04,0.04,0.08,0.04,0.08,0.0,0.04,0.0,0.0,0.08,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.17647058823529413,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0
2020-01-17,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.1875,0.0,0.0,0.1875,0.0,0.0625
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
2020-01-22,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.06451612903225806,0.0,0.0,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0
2020-01-23,0.05,0.05,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.05,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.15,0.0
2020-01-24,0.06666666666666667,0.0,0.06666666666666667,0.0,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0
2020-01-28,0.07692307692307693,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.0,0.15384615384615385,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.07692307692307693,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464
2020-01-29,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.16129032258064516,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.0,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903,0.0,0.06451612903225806,0.0,0.03225806451612903
2020-01-30,0.0,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.031746031746031744,0.0,0.031746031746031744,0.015873015873015872,0.031746031746031744,0.047619047619047616,0.047619047619047616,0.031746031746031744,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.031746031746031744,0.047619047619047616,0.06349206349206349,0.031746031746031744,0.1111111111111111,0.031746031746031744,0.06349206349206349,0.015873015873015872,0.015873015873015872,0.031746031746031744,0.031746031746031744,0.06349206349206349,0.015873015873015872,0.06349206349206349
2020-02-03,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.0,0.02564102564102564,0.05128205128205128,0.10256410256410256,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0
2020-02-04,0.009523809523809525,0.01904761904761905,0.06666666666666667,0.0380952380952381,0.01904761904761905,0.02857142857142857,0.0761904761904762,0.02857142857142857,0.01904761904761905,0.0380952380952381,0.02857142857142857,0.009523809523809525,0.05714285714285714,0.047619047619047616,0.02857142857142857,0.047619047619047616,0.01904761904761905,0.02857142857142857,0.009523809523809525,0.05714285714285714,0.05714285714285714,0.01904761904761905,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0,0.02857142857142857,0.02857142857142857
2020-02-05,0.06578947368421052,0.039473684210526314,0.02631578947368421,0.013157894736842105,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.09210526315789473,0.02631578947368421,0.039473684210526314,0.02631578947368421,0.05263157894736842,0.039473684210526314,0.013157894736842105,0.0,0.039473684210526314,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.013157894736842105,0.02631578947368421,0.05263157894736842,0.06578947368421052,0.039473684210526314,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421
2020-02-06,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.13157894736842105,0.0,0.0,0.05263157894736842,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.05263157894736842,0.10526315789473684,0.0,0.02631578947368421,0.0,0.0,0.05263157894736842
2020-02-07,0.0,0.03125,0.03125,0.03125,0.015625,0.0625,0.03125,0.0,0.0,0.09375,0.0625,0.0625,0.046875,0.0,0.0625,0.03125,0.046875,0.0,0.0,0.015625,0.078125,0.0625,0.015625,0.015625,0.015625,0.0625,0.0,0.03125,0.0625,0.03125
2020-02-08,0.0,0.1875,0.125,0.125,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0
2020-02-12,0.0,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.0,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.0
2020-02-13,0.041666666666666664,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.125,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.125,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,0.0,0.041666666666666664
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142
2020-02-18,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666
2020-02-21,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0
2020-02-25,0.07142857142857142,0.0,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.03571428571428571,0.0,0.10714285714285714,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.03571428571428571,0.0
2020-02-26,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0
2020-02-27,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693
2020-03-03,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0
2020-03-04,0.0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.1111111111111111
2020-03-06,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616
2020-03-10,0.02857142857142857,0.02857142857142857,0.0,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.05714285714285714,0.0,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.0,0.0,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.0,0.05714285714285714,0.02857142857142857,0.02857142857142857
2020-03-11,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0
2020-03-12,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0
2020-03-13,0.029411764705882353,0.014705882352941176,0.08823529411764706,0.04411764705882353,0.058823529411764705,0.014705882352941176,0.029411764705882353,0.014705882352941176,0.014705882352941176,0.04411764705882353,0.07352941176470588,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.014705882352941176,0.0,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.08823529411764706,0.014705882352941176,0.04411764705882353,0.014705882352941176,0.07352941176470588,0.029411764705882353
2020-03-16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,0.0,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.0,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842
2020-03-18,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.0,0.09523809523809523,0.0,0.0,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.023809523809523808
2020-03-19,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.0,0.0,0.044444444444444446,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.0,0.06666666666666667,0.0,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.022222222222222223
2020-03-20,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2020-03-24,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285
2020-03-25,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111
2020-03-26,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.125,0.0625,0.0,0.0625,0.0,0.0625,0.125
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0
2020-04-02,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.10256410256410256,0.02564102564102564,0.0,0.05128205128205128,0.07692307692307693,0.0,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564
2020-04-06,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385
2020-04-08,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.125,0.0625,0.125,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625
2020-04-09,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
2020-04-14,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0
